"company_name","cat_id","cat_name","entity","records","state","org_id","date","source","type"
"Aultman Health Foundation",18,"Physician, Hospital","MED",13800,"Ohio",100006000,2010-08-16,"Databreaches.net","PORT"
"Private Dental Practice",18,"Physician, Hospital","MED",NA,"Texas",100074900,2010-08-16,"HHS via PHIPrivacy.net","PORT"
"Holyoke Medical Center, Caritas Carney Hospital, Milton Hospital, Milford Hospital",37,"Financial","MED",45600,"Massachusetts",100039400,2010-08-13,"PHIPrivacy.net","PHYS"
"Loma Linda University School of Dentistry",46,"Dental and Vision","EDU",10100,"California",100051100,2010-08-12,"PHIPrivacy.net","STAT"
"Walsh Pharmacy",3,"Pharmacy","MED",11440,"Massachusetts",100109800,2010-08-12,"PHIPrivacy.net","PORT"
"ProAssurance Mid-Continent Underwriters",17,"Payer (Insurer)","BSF",121,"Texas",100076600,2010-08-11,"Databreaches.net","DISC"
"DC Chartered Health Plan",17,"Payer (Insurer)","MED",NA,"District Of Columbia",100022700,2010-08-10,"HHS via PHIPrivacy.net","PORT"
"Jewish Hospital Catheterization Lab",18,"Physician, Hospital","MED",2089,"Kentucky",100044100,2010-08-10,"PHIPrivacy.net","PORT"
"Metropolitan Life Insurance Company (MetLife)",6,"Life Insurance Company","BSF",NA,"New York",100057300,2010-08-10,"Databreaches.net","INSD"
"Fort Worth Allergy and Asthma Associates",18,"Physician, Hospital","MED",25000,"Texas",100031200,2010-08-07,"PHIPrivacy.net","STAT"
"United HealthGroup",17,"Payer (Insurer)","MED",NA,"Minnesota",100098400,2010-08-06,"HHS via PHIPrivacy.net","PHYS"
"United HealthGroup",17,"Payer (Insurer)","MED",NA,"Minnesota",100098500,2010-08-06,"HHS via PHIPrivacy.net","PHYS"
"WellPoint, Inc.",17,"Payer (Insurer)","MED",NA,"Indiana",100110700,2010-08-06,"HHS via PHIPrivacy.net","HACK"
"Blue Cross Blue Shield of Alabama",17,"Payer (Insurer)","MED",15,"Alabama",100010300,2010-08-05,"PHIPrivacy.net","INSD"
"Montefiore Medical Center",18,"Physician, Hospital","MED",39000,"New York",100059200,2010-07-31,"PHIPrivacy.net","STAT"
"The Center for Neurosciences",18,"Physician, Hospital","MED",NA,"Arizona",100094300,2010-07-31,"PHIPrivacy.net","PORT"
"New York Urology Associates",18,"Physician, Hospital","MED",NA,"New York",100062600,2010-07-30,"NAID","PHYS"
"Texas Children's Hospital and Baylor College of Medicine",18,"Physician, Hospital","NGO",NA,"Texas",100093100,2010-07-30,"PHIPrivacy.net","PORT"
"Rite Aid Corporation",3,"Pharmacy","BSR",NA,"Pennsylvania",100079800,2010-07-27,"PHIPrivacy.net","PHYS"
"University of Texas Arlington",18,"Physician, Hospital","EDU",2048,"Texas",100104900,2010-07-24,"Databreaches.net","HACK"
"Thomas Jefferson University Hospitals",18,"Physician, Hospital","EDU",21000,"Pennsylvania",100095500,2010-07-23,"Databreaches.net","PORT"
"Colorado Department of Health Care Policy and Financing",17,"Payer (Insurer)","GOV",NA,"Colorado",100019400,2010-07-22,"Databreaches.net","PORT"
"Lincoln National Life Insurance",6,"Life Insurance Company","BSF",26840,"Pennsylvania",100050200,2010-07-21,"Databreaches.net","DISC"
"Long Island Consultation Center (LICC)",45,"Mental & Addiction","MED",NA,"New York",100051400,2010-07-20,"PHIPrivacy.net","PORT"
"South Shore Hospital, Active Data Solutions",18,"Physician, Hospital","MED",NA,"Massachusetts",100085700,2010-07-20,"PHIPrivacy.net","PORT"
"LV Financial Services",49,"Debt Collection","BSF",NA,"Florida",100052500,2010-07-19,"Dataloss DB","PHYS"
"United Healthcare (UnitedHealthcare), Deere and Company",17,"Payer (Insurer)","MED",NA,"Minnesota",100098100,2010-07-16,"PHIPrivacy.net","DISC"
"Alcoa Global Mobility Group",15,"Employer","BSO",NA,"New York",100002400,2010-07-15,"Databreaches.net","DISC"
"NBTY",15,"Employer","BSR",NA,"New York",100060900,2010-07-15,"Databreaches.net","DISC"
"Prince William County Intellectual Disabilities Case Management",45,"Mental & Addiction","GOV",669,"Virginia",100074400,2010-07-15,"PHIPrivacy.net","PORT"
"Private Dental Practice",46,"Dental and Vision","MED",NA,"Washington",100075300,2010-07-15,"PHIPrivacy.net","STAT"
"Utah Department of Workforce Services",35,"Other Government","GOV",NA,"Utah",100107000,2010-07-15,"Databreaches.net","INSD"
"Blue Cross Blue Shield Association",17,"Payer (Insurer)","MED",NA,"Illinois",100010100,2010-07-14,"PHIPrivacy.net","PHYS"
"Blue Island Radiology",24,"Clinical Lab","MED",NA,"Illinois",100010600,2010-07-14,"PHIPrivacy.net","PORT"
"Carle Clinic Association",18,"Physician, Hospital","MED",NA,"Illinois",100015100,2010-07-14,"PHIPrivacy.net","PHYS"
"SunBridge Healthcare",48,"Care Facility","MED",3830,"New Mexico",100091000,2010-07-14,"PHIPrivacy.net","PORT"
"Tomah Memorial Hospital",18,"Physician, Hospital","MED",NA,"Wisconsin",100096000,2010-07-14,"PHIPrivacy.net","INSD"
"University of Pittsburgh Student Health Services",18,"Physician, Hospital","EDU",NA,"Pennsylvania",100104400,2010-07-14,"PHIPrivacy.net","INSD"
"VHS Genesis Lab",24,"Clinical Lab","MED",NA,"Illinois",100108000,2010-07-14,"PHIPrivacy.net","PHYS"
"Carolina Center for Development and Rehabilitation",45,"Mental & Addiction","MED",1590,"North Carolina",100015200,2010-07-13,"NAID","PHYS"
"Ohio Department of Developmental Disabilities",51,"Social Services","MED",200,"Ohio",100068000,2010-07-10,"PHIPrivacy.net","DISC"
"DentaQuest",46,"Dental and Vision","MED",76000,"Illinois",100023900,2010-07-06,"Dataloss DB","DISC"
"University of Florida",29,"Researcher","EDU",2047,"Florida",100101200,2010-07-06,"PHIPrivacy.net","PHYS"
"AMR Corporation",15,"Employer","BSO",79000,"Texas",100004100,2010-07-04,"Dataloss DB","PORT"
"NYU Langone Medical Center Hospital for Joint Diseases",18,"Physician, Hospital","MED",NA,"New York",100064800,2010-07-01,"PHIPrivacy.net","PORT"
"Lincoln Medical and Mental Health Center",18,"Physician, Hospital","MED",130495,"New York",100050100,2010-06-30,"PHIPrivacy.net","PORT"
"A Woman's Place",50,"Law & Justice","MED",NA,"Alaska",100000300,2010-06-29,"PHIPrivacy.net","DISC"
"University of Maine",18,"Physician, Hospital","EDU",4585,"Maine",100102300,2010-06-29,"Dataloss DB","HACK"
"Children's Hospital and Research Center at Oakland",18,"Physician, Hospital","MED",NA,"California",100017900,2010-06-28,"PHIPrivacy.net","DISC"
"Children's Hospital of Orange County",18,"Physician, Hospital","MED",NA,"California",100018000,2010-06-28,"PHIPrivacy.net","PHYS"
"Federal Aviation Administration",56,"Licensing","GOV",NA,"District Of Columbia",100029600,2010-06-26,"PHIPrivacy.net","DISC"
"New York Life Insurance Company",6,"Life Insurance Company","BSF",114,"California",100062100,2010-06-26,"Databreaches.net","INSD"
"University Hospital",18,"Physician, Hospital","MED",13000,"Georgia",100099300,2010-06-25,"Dataloss DB","PORT"
"Anthem Blue Cross, WellPoint",17,"Payer (Insurer)","MED",470000,"California",100004500,2010-06-23,"Dataloss DB","DISC"
"Mercy Willard Hospital",18,"Physician, Hospital","MED",NA,"Ohio",100056600,2010-06-20,"PHIPrivacy.net","INSD"
"Ebony Medical Equipment and Supplies, Inc.",14,"Medical Devices","MED",NA,"Texas",100026500,2010-06-18,"PHIPrivacy.net","INSD"
"Family Care Center",18,"Physician, Hospital","MED",NA,"Washington",100028700,2010-06-18,"PHIPrivacy.net","PORT"
"University of Nevada",18,"Physician, Hospital","EDU",7526,"Nevada",100103800,2010-06-18,"Databreaches.net","STAT"
"Butler County Department of Job and Family Services",51,"Social Services","GOV",10600,"Ohio",100012500,2010-06-13,"Databreaches.net","PHYS"
"St. John's Mercy Medical Group",18,"Physician, Hospital","MED",1907,"Missouri",100087600,2010-06-09,"NAID","DISC"
"TennCare, New Mexico Human Services Department",25,"Analytics","MED",21000,"Illinois",100092900,2010-06-09,"Databreaches.net","PORT"
"Tri-City Medical Center",18,"Physician, Hospital","MED",NA,"California",100096400,2010-06-08,"PHIPrivacy.net","INSD"
"Nursing Visioned Medical Services",18,"Physician, Hospital","MED",2000,"Tennessee",100064600,2010-06-07,"Dataloss DB","PHYS"
"Private Medical Practice",18,"Physician, Hospital","MED",NA,"California",100075700,2010-06-06,"PHIPrivacy.net","PHYS"
"Safe Harbor Med",18,"Physician, Hospital","MED",NA,"California",100080800,2010-06-03,"Dataloss DB","PORT"
"Avalon Center",18,"Physician, Hospital","MED",NA,"New York",100006300,2010-06-02,"Databreaches.net","DISC"
"Rainbow Hospice and Palliative Care",18,"Physician, Hospital","MED",NA,"Illinois",100078200,2010-06-02,"Dataloss DB","PORT"
"University of Louisville",18,"Physician, Hospital","EDU",709,"Kentucky",100102200,2010-06-02,"Dataloss DB","DISC"
"Cincinnati Children's Hospital Medical Center",18,"Physician, Hospital","MED",NA,"Ohio",100018600,2010-05-25,"Databreaches.net","PORT"
"City of Charlotte",35,"Other Government","GOV",5220,"North Carolina",100018700,2010-05-25,"Dataloss DB","PHYS"
"Loma Linda University Medical Center",18,"Physician, Hospital","MED",584,"California",100051000,2010-05-25,"Dataloss DB","STAT"
"Lake Ridge Middle School",52,"Education","EDU",NA,"Virginia",100048100,2010-05-24,"Databreaches.net","PORT"
"Rockbridge Area Community Services",57,"Social Support","MED",500,"Virginia",100080400,2010-05-20,"Databreaches.net","STAT"
"Strong Memorial Hospital",18,"Physician, Hospital","MED",NA,"New York",100090700,2010-05-20,"Databreaches.net","DISC"
"Silicon Valley Eyecare Optometry and Contact Lenses",46,"Dental and Vision","MED",40000,"California",100083900,2010-05-17,"Databreaches.net","STAT"
"Principal Financial Group",6,"Life Insurance Company","BSF",NA,"Iowa",100074500,2010-05-14,"Databreaches.net","HACK"
"New Mexico Medicaid",17,"Payer (Insurer)","GOV",9500,"New Mexico",100061700,2010-05-11,"Dataloss DB","PORT"
"Millennium Medical Management Resources",5,"Clearing House","MED",180111,"Illinois",100058100,2010-05-04,"Dataloss DB","PORT"
"North Country Health Services",18,"Physician, Hospital","MED",349,"Minnesota",100063500,2010-04-30,"PHIPrivacy.net","HACK"
"Our Lady of Peace",18,"Physician, Hospital","MED",24600,"Kentucky",100070300,2010-04-30,"Dataloss DB","PHYS"
"St. Jude Heritage Medical Group",18,"Physician, Hospital","MED",20000,"California",100088200,2010-04-29,"Dataloss DB","PHYS"
"The Medical Center",18,"Physician, Hospital","MED",5418,"Kentucky",100094900,2010-04-28,"Dataloss DB","PORT"
"DRC Physical Therapy Plus",18,"Physician, Hospital","MED",NA,"New York",100025900,2010-04-23,"Dataloss DB","PHYS"
"Hutcheson Medical Center",18,"Physician, Hospital","MED",NA,"Tennessee",100041000,2010-04-23,"Dataloss DB","PHYS"
"Affinity Health Plan",17,"Payer (Insurer)","MED",409262,"New York",100001400,2010-04-21,"Dataloss DB","PORT"
"Brooke Army Medical Center",18,"Physician, Hospital","MED",1272,"Texas",100012100,2010-04-21,"Dataloss DB","PORT"
"Massachusetts Eye and Ear Infirmary",46,"Dental and Vision","MED",3526,"Massachusetts",100054400,2010-04-21,"Dataloss DB","PORT"
"St. Mary and Elizabeth Hospital Women's Center",18,"Physician, Hospital","MED",NA,"Kentucky",100088500,2010-04-21,"PHIPrivacy.net","STAT"
"Blue Cross and Blue Shield of Rhode Island (BCBSRI)",17,"Payer (Insurer)","MED",12000,"Rhode Island",100010000,2010-04-16,"Databreaches.net","PHYS"
"Health Net",17,"Payer (Insurer)","BSF",18,"California",100037100,2010-04-16,"Databreaches.net","UNKN"
"Bay Pines VA Medical Center",18,"Physician, Hospital","GOV",NA,"Florida",100007700,2010-04-14,"Databreaches.net","PHYS"
"St. Peter's Hospital",18,"Physician, Hospital","MED",NA,"New York",100088700,2010-04-13,"Dataloss DB","INSD"
"Virginia Beach Dept. of Social Services",51,"Social Services","GOV",NA,"Virginia",100108300,2010-04-13,"Dataloss DB","INSD"
"Kern County Employee's Retirment Association",41,"Retirement & Disability","GOV",37000,"California",100046200,2010-04-12,"Databreaches.net","INSD"
"ManorCare Health Services",47,"Home Health","MED",NA,"Maryland",100053400,2010-04-08,"Dataloss DB","INSD"
"Private Dental Practice",46,"Dental and Vision","MED",20,"California",100075000,2010-04-08,"PHIPrivacy.net","INSD"
"Private Dental Practice",46,"Dental and Vision","MED",NA,"California",100075100,2010-04-08,"Databreaches.net","PHYS"
"St. Francis Hospital",18,"Physician, Hospital","MED",60,"Oklahoma",100087400,2010-04-08,"Dataloss DB","INSD"
"Pediatric Sports and Spine Associates",18,"Physician, Hospital","MED",955,"Tennessee",100071500,2010-04-06,"PHIPrivacy.net","PORT"
"Providence Hospital",18,"Physician, Hospital","MED",12,"Minnesota",100077200,2010-04-06,"Dataloss DB","PORT"
"John Muir Physician Network",18,"Physician, Hospital","MED",5450,"California",100044200,2010-04-05,"Dataloss DB","PORT"
"Boulder Community Hospital, Family Medical Associates",18,"Physician, Hospital","MED",14,"Colorado",100011700,2010-03-30,"PHIPrivacy.net","PHYS"
"Griffin Hospital",18,"Physician, Hospital","MED",NA,"Connecticut",100034400,2010-03-29,"PHIPrivacy.net","INSD"
"University MRI Diagnostic Center, Holy Cross Hospital, North Ridge Medical Center, and Oncology and Hematology Associates of West Broward",18,"Physician, Hospital","MED",NA,"Florida",100099600,2010-03-29,"Databreaches.net","INSD"
"Laboration Corporation of America LabCorp",24,"Clinical Lab","MED",NA,"North Carolina",100047800,2010-03-27,"Media","PHYS"
"Northwestern Medical Faculty Foundation",18,"Physician, Hospital","MED",245,"Illinois",100064300,2010-03-25,"Dataloss DB","INSD"
"Montefiore Medical Center",18,"Physician, Hospital","MED",NA,"New York",100059300,2010-03-23,"PHIPrivacy.net","PORT"
"Atlanta Veterans Affairs Medical Center",18,"Physician, Hospital","MED",NA,"Georgia",100005800,2010-03-10,"Media","INSD"
"Huntington Place Senior Community",48,"Care Facility","MED",NA,"Louisiana",100040700,2010-03-08,"PHIPrivacy.net","DISC"
"McNair Eye Center",46,"Dental and Vision","MED",9000,"Arkansas",100054900,2010-03-08,"PHIPrivacy.net","STAT"
"Randle Eastern Ambulance Service inc.",44,"Personal Transport","MED",NA,"Florida",100078500,2010-03-07,"Databreaches.net","INSD"
"University of Texas Southwestern Medical Center",18,"Physician, Hospital","GOV",200,"Texas",100105500,2010-03-05,"Databreaches.net","INSD"
"UT Southwestern Medical Center",18,"Physician, Hospital","MED",200,"Texas",100106700,2010-03-05,"Dataloss DB","INSD"
"Courage to Change",57,"Social Support","MED",NA,"Texas",100021600,2010-03-04,"PHIPrivacy.net","INSD"
"Wake Forest United Baptist Medical Center (WFUBMC)",18,"Physician, Hospital","MED",554,"North Carolina",100109200,2010-03-04,"HHS via Databreaches.net","PORT"
"Diabetes Direct Inc",18,"Physician, Hospital","MED",NA,"Florida",100025200,2010-03-02,"Databreaches.net","INSD"
"Family Health Center",18,"Physician, Hospital","MED",NA,"Virginia",100028900,2010-03-02,"PHIPrivacy.net","DISC"
"Open Door Clinic of Greater Elgin",18,"Physician, Hospital","MED",260,"Illinois",100069100,2010-03-02,"Dataloss DB","HACK"
"Shands at UF",18,"Physician, Hospital","MED",12500,"Florida",100083400,2010-03-02,"Dataloss DB","PORT"
"Logic World Medical",18,"Physician, Hospital","MED",NA,"Texas",100050800,2010-02-25,"PHIPrivacy.net","INSD"
"Wyoming Department of Health",17,"Payer (Insurer)","GOV",9000,"Wyoming",100113800,2010-02-25,"Dataloss DB","DISC"
"University of Washington Medical Center (UWMC)",18,"Physician, Hospital","MED",210,"Washington",100106100,2010-02-24,"Databreaches.net","INSD"
"TennCare",17,"Payer (Insurer)","MED",3900,"Tennessee",100092800,2010-02-19,"Dataloss DB","DISC"
"Cardiology Consultant Inc.",18,"Physician, Hospital","MED",NA,"Florida",100014700,2010-02-17,"Dataloss DB","PORT"
"University of Texas Medical Branch",18,"Physician, Hospital","MED",1200,"Texas",100105400,2010-02-11,"Dataloss DB","INSD"
"California Department of Health Care Services",51,"Social Services","GOV",50000,"California",100013200,2010-02-09,"Dataloss DB","DISC"
"AvMed Health Plans",17,"Payer (Insurer)","MED",1220000,"Florida",100006500,2010-02-06,"Dataloss DB","PORT"
"Wyoming Department of Health Kid Care CHIP",17,"Payer (Insurer)","GOV",5000,"Wyoming",100113900,2010-02-05,"Databreaches.net","DISC"
"Highmark Insurance",17,"Payer (Insurer)","MED",3700,"Pennsylvania",100039000,2010-02-04,"Dataloss DB","PHYS"
"HyCentral Medical Supplies and Equipment",14,"Medical Devices","MED",NA,"New Hampshire",100041100,2010-02-04,"PHIPrivacy.net","INSD"
"Private Dental Practice in Medical Commons One",46,"Dental and Vision","MED",NA,"Pennsylvania",100075400,2010-02-03,"HHS via Databreaches.net","PORT"
"Private Practice in Medical Arts Building",18,"Physician, Hospital","MED",NA,"Pennsylvania",100076500,2010-02-03,"HHS via Databreaches.net","PORT"
"University Medical Clinics",18,"Physician, Hospital","MED",NA,"Florida",100099500,2010-01-28,"NAID","PHYS"
"Methodist Hospital",18,"Physician, Hospital","MED",689,"Texas",100057000,2010-01-27,"Dataloss DB","PORT"
"University of California, San Francisco (UCSF) School of Medicine",18,"Physician, Hospital","MED",NA,"California",100100700,2010-01-27,"Dataloss DB","PORT"
"BlueCross BlueShield (BCBST)",17,"Payer (Insurer)","MED",451274,"Tennessee",100010900,2010-01-14,"Dataloss DB","PORT"
"Defense Finance and Accounting Service/ Defense Department_äó__s Document Automation and Production Service",15,"Employer","GOV",NA,"Virginia",100023100,2010-01-14,"Media","DISC"
"Valley Kaiser, Kaiser Permanente",17,"Payer (Insurer)","MED",NA,"California",100107200,2010-01-12,"Dataloss DB","PORT"
"Milagros II Home Health",47,"Home Health","MED",NA,"Texas",100058000,2010-01-05,"Dataloss DB","PHYS"
"Ashley and Gray DDS",18,"Physician, Hospital","MED",NA,"Missouri",100005500,2010-01-01,"Dataloss DB","STAT"
"Providence Health",18,"Physician, Hospital","MED",4500,"Oregon",100077000,2009-12-28,"Dataloss DB","DISC"
"Detroit's Health Department",23,"Public Health","GOV",5000,"Michigan",100025000,2009-12-15,"Dataloss DB","PORT"
"Children's Hospital of Philadelphia",18,"Physician, Hospital","MED",942,"Pennsylvania",100018100,2009-12-01,"Dataloss DB","PORT"
"Aurora St. Luke's Medical Center",18,"Physician, Hospital","MED",6400,"Wisconsin",100006100,2009-11-25,"Dataloss DB","PORT"
"Farmers Insurance",6,"Life Insurance Company","BSF",NA,"Tennessee",100029400,2009-11-24,"Databreaches.net","HACK"
"Johns Hopkins Medicine",18,"Physician, Hospital","MED",100,"Maryland",100044600,2009-11-20,"Dataloss DB","INSD"
"University Medical Center",18,"Physician, Hospital","MED",NA,"Nevada",100099400,2009-11-20,"Dataloss DB","INSD"
"Health Net",17,"Payer (Insurer)","MED",1500000,"Connecticut",100037300,2009-11-18,"Dataloss DB","PORT"
"Universal American Action Network",17,"Payer (Insurer)","MED",80000,"Pennsylvania",100098900,2009-11-18,"Dataloss DB","DISC"
"Nebraska Workers' Compensation Court",41,"Retirement & Disability","GOV",NA,"Nebraska",100061100,2009-11-17,"Dataloss DB","HACK"
"Renal Treatment Centers Southeast, DaVita Inc.",18,"Physician, Hospital","MED",NA,"Colorado",100079100,2009-11-07,"PHIPrivacy.net","STAT"
"Alaska Department of Health and Social Services (DHSS)",23,"Public Health","GOV",NA,"Alaska",100002000,2009-10-30,"Dataloss DB","PORT"
"CalOptima",17,"Payer (Insurer)","MED",68000,"California",100014300,2009-10-26,"Dataloss DB","PORT"
"Halifax Health",18,"Physician, Hospital","MED",33000,"Florida",100035300,2009-10-15,"Dataloss DB","PORT"
"Pitt County Memorial Hospital",18,"Physician, Hospital","MED",1700,"North Carolina",100072900,2009-10-13,"Dataloss DB","PORT"
"U.S. Military Veterans",18,"Physician, Hospital","GOV",7.6e+07,"District Of Columbia",100097600,2009-10-02,"Dataloss DB","PORT"
"Penrose Hospital",18,"Physician, Hospital","MED",175,"Colorado",100071900,2009-09-28,"Dataloss DB","PHYS"
"Tennessee Department of Human Services",23,"Public Health","GOV",NA,"Tennessee",100093000,2009-09-25,"Dataloss DB","DISC"
"University of North Carolina, Chapel Hill",29,"Researcher","EDU",163000,"North Carolina",100103900,2009-09-25,"Dataloss DB","HACK"
"Sagebrush Medical Plaza/Kern Medical Center",18,"Physician, Hospital","MED",31000,"California",100081000,2009-09-22,"Dataloss DB","PHYS"
"Akron Children's Hospital",18,"Physician, Hospital","MED",NA,"Ohio",100001700,2009-09-17,"Dataloss DB","HACK"
"School for the Physical City High School",52,"Education","EDU",NA,"New York",100082200,2009-09-07,"Dataloss DB","PHYS"
"Naval Hospital Pensacola",18,"Physician, Hospital","MED",38000,"Florida",100060700,2009-09-02,"Dataloss DB","PORT"
"Battleground Urgent Care/Prompt Med",18,"Physician, Hospital","MED",623,"North Carolina",100007600,2009-08-21,"Dataloss DB","PHYS"
"Jackson Memorial Hospital",18,"Physician, Hospital","MED",NA,"Florida",100043100,2009-07-31,"Media","INSD"
"A Honolulu hospital",18,"Physician, Hospital","MED",NA,"Hawaii",100000200,2009-07-22,"Media","INSD"
"Moores Cancer Center",18,"Physician, Hospital","MED",30000,"California",100059400,2009-07-16,"Dataloss DB","HACK"
"Mountain Medical Center",18,"Physician, Hospital","MED",NA,"Utah",100060200,2009-07-09,"Media","PHYS"
"Carrell Clinic",18,"Physician, Hospital","MED",NA,"Texas",100015500,2009-07-01,"Media","HACK"
"Baptist Medical Center",18,"Physician, Hospital","MED",NA,"Alabama",100007200,2009-06-22,"Media","PHYS"
"Oregon Health and Science University",18,"Physician, Hospital","EDU",4000,"Oregon",100069500,2009-06-12,"Dataloss DB","PORT"
"Johns Hopkins Hospital",18,"Physician, Hospital","MED",10200,"Maryland",100044300,2009-05-12,"Media","INSD"
"University of California, Berkeley",29,"Researcher","EDU",160000,"California",100100400,2009-05-07,"Dataloss DB","HACK"
"Virginia Prescription Monitoring Program",4,"Pharmacy Benefits Manager","MED",531400,"Virginia",100108400,2009-05-04,"Media","HACK"
"Littleton Regional Hospital",18,"Physician, Hospital","MED",NA,"New Hampshire",100050400,2009-05-01,"PHIPrivacy.net","INSD"
"Marian Medical Center",18,"Physician, Hospital","MED",3200,"California",100053500,2009-04-22,"Dataloss DB","PORT"
"Moses Cone Hospital",18,"Physician, Hospital","MED",14380,"North Carolina",100059600,2009-04-13,"Dataloss DB","PORT"
"CBIZ Medical Management Professionals",18,"Physician, Hospital","MED",NA,"Tennessee",100015900,2009-04-12,"Dataloss DB","STAT"
"Peninsula Orthopaedic Associates",18,"Physician, Hospital","MED",1e+05,"Maryland",100071600,2009-04-11,"Dataloss DB","PORT"
"Palo Alto Medical Foundation",18,"Physician, Hospital","MED",1000,"California",100070700,2009-04-01,"Dataloss DB","PORT"
"Massachusetts General Hospital",18,"Physician, Hospital","MED",NA,"Massachusetts",100054500,2009-03-24,"Dataloss DB","PHYS"
"Maryland Federal Court",50,"Law & Justice","GOV",226,"Maryland",100053900,2009-03-23,"Media","DISC"
"Walgreens Health Initiative",17,"Payer (Insurer)","MED",28000,"Illinois",100109600,2009-03-18,"Dataloss DB","DISC"
"Dezonia Group",37,"Financial","BSO",63000,"Illinois",100025100,2009-03-12,"Dataloss DB","PORT"
"St. Rita's Medical Center",18,"Physician, Hospital","MED",242,"Ohio",100088800,2009-03-05,"Dataloss DB","PHYS"
"Northeast Orthopaedics, MRecord",18,"Physician, Hospital","MED",1000,"North Carolina",100064000,2009-02-19,"Dataloss DB","DISC"
"CVS Pharmacies",3,"Pharmacy","MED",NA,"Rhode Island",100022400,2009-02-18,"Dataloss DB","PHYS"
"University of Alabama",29,"Researcher","EDU",37000,"Alabama",100099700,2009-02-13,"Dataloss DB","HACK"
"Texas Veterans Commission",17,"Payer (Insurer)","GOV",20,"Texas",100094100,2009-02-04,"Dataloss DB","DISC"
"Womancare Inc.",18,"Physician, Hospital","MED",NA,"Michigan",100112700,2009-02-04,"Dataloss DB","PHYS"
"Baystate Medical Center",18,"Physician, Hospital","MED",NA,"Massachusetts",100008000,2009-02-03,"Dataloss DB","PORT"
"St. Anthony Central Hospital",18,"Physician, Hospital","MED",150,"Colorado",100086900,2009-02-02,"Dataloss DB","INSD"
"Kanawha-Charleston Health Department",23,"Public Health","GOV",11000,"West Virginia",100045600,2009-01-20,"Dataloss DB","INSD"
"New Hampshire's Lakes Region General Hospital",18,"Physician, Hospital","MED",1500,"New Hampshire",100061500,2008-12-31,"Dataloss DB","PHYS"
"Ohio State University",17,"Payer (Insurer)","EDU",18000,"Ohio",100068100,2008-12-31,"Dataloss DB","DISC"
"Cedars-Sinai Medical Center",18,"Physician, Hospital","MED",1000,"California",100016100,2008-12-23,"Dataloss DB","INSD"
"New Hampshire Department of Health and Human Services",23,"Public Health","GOV",9300,"New Hampshire",100061400,2008-12-17,"Dataloss DB","DISC"
"DJO, Empi Recovery Services",14,"Medical Devices","MED",68857,"Minnesota",100025500,2008-12-12,"PHIPrivacy.net","PORT"
"Oregon Health and Science University",18,"Physician, Hospital","EDU",890,"Oregon",100069600,2008-12-12,"Dataloss DB","PORT"
"US Army",18,"Physician, Hospital","GOV",6000,"District Of Columbia",100106600,2008-12-02,"Dataloss DB","PORT"
"Pinellas County and Florida state agency offices",35,"Other Government","GOV",NA,"Florida",100072700,2008-11-12,"Media","PHYS"
"University of Florida College of Dentistry",46,"Dental and Vision","EDU",330000,"Florida",100101300,2008-11-12,"Dataloss DB","HACK"
"Christus Health Care",18,"Physician, Hospital","MED",NA,"Texas",100018200,2008-11-07,"Dataloss DB","PORT"
"Express Scripts",17,"Payer (Insurer)","BSO",7e+05,"Missouri",100028000,2008-11-06,"Dataloss DB","UNKN"
"North Carolina Dept. of Health and Human Services",23,"Public Health","GOV",NA,"North Carolina",100063400,2008-11-05,"Media","PORT"
"Baylor Health Care System Inc.",18,"Physician, Hospital","MED",1e+05,"Texas",100007800,2008-11-01,"Dataloss DB","PORT"
"Veterans Affairs Medical Center",18,"Physician, Hospital","MED",1600,"Oregon",100107900,2008-11-01,"Dataloss DB","DISC"
"Mary Washington Hospital",18,"Physician, Hospital","MED",803,"Virginia",100053800,2008-10-19,"Dataloss DB","DISC"
"Southwest Medical Association",18,"Physician, Hospital","MED",NA,"Nevada",100086200,2008-08-30,"Media","PHYS"
"Wuesthoff Medical Center",18,"Physician, Hospital","MED",500,"Florida",100113700,2008-08-14,"Dataloss DB","HACK"
"Child Protective Services",51,"Social Services","GOV",NA,"Texas",100017700,2008-08-12,"Media","PHYS"
"Harris County Hospital",18,"Physician, Hospital","MED",1200,"Texas",100035600,2008-08-07,"Dataloss DB","PORT"
"Blue Cross and Blue Shield of Georgia",17,"Payer (Insurer)","MED",202000,"Georgia",100009800,2008-07-29,"Dataloss DB","DISC"
"Grady Memorial Hospital",18,"Physician, Hospital","MED",NA,"Georgia",100033500,2008-07-25,"Media","INSD"
"Saint Mary's Regional Medical Center",18,"Physician, Hospital","MED",128000,"Nevada",100081400,2008-07-24,"Dataloss DB","HACK"
"Hawaii State Department of Public Safety",35,"Other Government","GOV",NA,"Hawaii",100036200,2008-07-21,"Databreaches.net","DISC"
"Minneapolis Veterans Home",48,"Care Facility","GOV",336,"Minnesota",100058400,2008-07-19,"Dataloss DB","STAT"
"Greensboro Gynecology Associates",18,"Physician, Hospital","MED",47000,"North Carolina",100034000,2008-07-16,"Dataloss DB","PORT"
"Weber Law Firm",22,"Law Firms","BSO",NA,"Texas",100110200,2008-07-15,"Dataloss DB","PHYS"
"Wichita Radiological Group",18,"Physician, Hospital","MED",NA,"Kansas",100111900,2008-07-09,"Media","INSD"
"Florida Agency for Health Care Administration",40,"Blood & Tissue","GOV",55000,"Florida",100030400,2008-07-07,"Dataloss DB","DISC"
